product_id,product_code,product_description,similarity,usda_code,is_correct
item_7608,45040,ground beef 93% organic 1# fzn fzn,0.7681290507316589,Ground beef 73%,False
item_983,18273000,beef ground 75/25,0.7652145028114319,Ground beef 73%,False
item_7585,19181000,ground beef 80% greater omaha (60#) hala,0.7586001753807068,Ground beef 73%,False
item_7584,19111010,ground beef 80% fine ibp (80#),0.7576237916946411,Ground beef 73%,False
item_7614,41230,ground beef fine 73% frozen,0.7575818300247192,Ground beef 73%,False
item_1004,1810091,beef ground 90/10,0.7555796504020691,Ground beef 73%,False
item_985,18200008,beef ground 80/20,0.7545408606529236,Ground beef 73%,False
item_7605,45070,ground beef 93% choice angus //ibp/,0.7524551153182983,Ground beef 73%,False
item_7581,19313570,ground beef 80% chub ibp (24/2#),0.748999297618866,Ground beef 73%,False
item_7571,19163570,ground beef 73% fine (3lb chub) ibp,0.7489388585090637,Ground beef 73%,False
item_1095,190803,"beef ground, 80/20 w/3%, pro, 5lb",0.7474140524864197,Ground beef 73%,False
item_7599,42302,ground beef 81/19 60#,0.7427093386650085,Ground beef 73%,False
item_7607,45040,ground beef 93% organic 1# brick tf,0.7420926690101624,Ground beef 73%,False
item_7606,45030,ground beef 93% grass fed 1# brick,0.732537567615509,Ground beef 73%,False
item_978,18200012,beef ground,0.7278732061386108,Ground beef 73%,False
item_7611,18200186,ground beef corase2x -85% anmar,0.7179546356201172,Ground beef 73%,False
item_1022,SP11042,beef ground fresh 4 - 2.5#,0.7119766473770142,Ground beef 73%,False
item_7617,42301,ground beef fine 80/20 fresh,0.7117936015129089,Ground beef 73%,False
item_1090,18180010,beef ground sirloin 80/20,0.711439311504364,Ground beef 73%,False
item_984,18278000,beef ground 78/22 fresh,0.7101263403892517,Ground beef 73%,False
item_990,18250010,beef ground 80/20 fresh,0.7060534358024597,Ground beef 73%,False
item_1094,190750,"beef ground, 75/25, 5lb",0.7034185528755188,Ground beef 73%,False
item_7591,42302,ground beef 80/20 frzn 60#,0.702631413936615,Ground beef 73%,False
item_1660,41951,beef special trim 93-95%,0.6992716789245605,Ground beef 73%,False
item_1987,19990000,beef trimmings 70%,0.6983786225318909,Ground beef 73%,False
item_1000,18230085,beef ground 85/15 fresh,0.6978615522384644,Ground beef 73%,False
item_7592,63081,ground beef 80/20 frzn 60# halal,0.6969099640846252,Ground beef 73%,False
item_7594,19119980,"ground beef 80/20, grass fed",0.6954224705696106,Ground beef 73%,False
item_1020,SP1101,beef ground fresh,0.6940473318099976,Ground beef 73%,False
item_1098,190855,"beef ground, 85/15, 5lb",0.6914448142051697,Ground beef 73%,False
item_996,18260001,beef ground 81/19 60 lb cs go,0.6886052489280701,Ground beef 73%,False
item_7593,67280,ground beef 80/20 gop halal 24/1#,0.6854472160339355,Ground beef 73%,False
item_7644,19711020,"ground beef, 90/10 fine grd national",0.6843422651290894,Ground beef 73%,False
item_1099,190901,"beef ground, 90/10, 10lb",0.6828632354736328,Ground beef 73%,False
item_7636,SP1029,ground beef patty 8oz th4.09,0.6828305125236511,Ground beef 73%,False
item_7635,SP107,ground beef patty 7oz,0.6819782853126526,Ground beef 73%,False
item_1097,190805,"beef ground, 80/20, 5lb",0.6815229654312134,Ground beef 73%,False
item_1100,190900,"beef ground, 90/10, 5lb",0.6799244284629822,Ground beef 73%,False
item_7631,SP1041,ground beef patty 4/1-w,0.6790152788162231,Ground beef 73%,False
item_988,18260005,beef ground 80/20 5#,0.6776365041732788,Ground beef 73%,False
item_989,18200500,beef ground 80/20 angus,0.6764429807662964,Ground beef 73%,False
item_994,190039,"beef ground 80/20, 10/1#",0.6751837730407715,Ground beef 73%,False
item_995,190801,"beef ground 80/20, 10lb",0.6749210953712463,Ground beef 73%,False
item_7632,SP1048,ground beef patty 4oz,0.674295961856842,Ground beef 73%,False
item_218,190801,80/20 ground beef-frozen 36/1#,0.6720573306083679,Ground beef 73%,False
item_1093,190751,"beef ground, 75/25, 10lb bag",0.6662123203277588,Ground beef 73%,False
item_1457,190009,"beef r ground , 10#",0.6660838723182678,Ground beef 73%,False
item_651,190038,beef 90% trim,0.663906455039978,Ground beef 73%,False
item_1021,SP11025,beef ground fresh 2 - 5#,0.6620141863822937,Ground beef 73%,False
item_7588,18208100,ground beef 80/20 chuck/tenderloin 8oz,0.6608496904373169,Ground beef 73%,False
item_1040,18180041,beef ground patties 4/1,0.6599219441413879,Ground beef 73%,False
item_1982,190019,"beef trim 85%, organic prairie",0.6584702134132385,Ground beef 73%,False
item_1056,18100503,beef ground patties 80/20,0.6567930579185486,Ground beef 73%,False
item_212,190731,73/27 ground beef-frozen 36/1# excel,0.6565072536468506,Ground beef 73%,False
item_1015,18200300,beef ground coarse - fine,0.6553424596786499,Ground beef 73%,False
item_7645,34095,ground beef/bison,0.6548075079917908,Ground beef 73%,False
item_1102,190018,"beef ground, grass fed, 2/10#",0.6533090472221375,Ground beef 73%,False
item_1984,19990040,beef trimmings 50% -,0.6522912383079529,Ground beef 73%,False
item_1060,18100641,beef ground patties 80/20 pure 4/1,0.652108371257782,Ground beef 73%,False
item_7589,42310,ground beef 80/20 fg 5#,0.6514556407928467,Ground beef 73%,False
item_1077,18110041,beef ground patties pure 4/1,0.6512793898582458,Ground beef 73%,False
item_1057,18210030,beef ground patties 80/20 3/1,0.6511057019233704,Ground beef 73%,False
item_1613,46000,beef short loin 0x1 select,0.5981497764587402,174 3 Loin short loin 0x1_Select,False
item_12207,15029984,"short loin 0x1, (ch)",0.5697135329246521,174 3 Loin short loin 0x1_Select,False
item_12223,15021090,"short loin 0x1, mex revuelta",0.5383448600769043,174 3 Loin short loin 0x1_Select,False
item_12212,15021004,"short loin 0x1, greateromaha (ch)",0.5248003602027893,174 3 Loin short loin 0x1_Select,False
item_14363,1117480,veal loin short bi trmd mar 2pc 16#,0.5240510106086731,174 3 Loin short loin 0x1_Select,False
item_12235,15021120,"short loin, 0x1 mex praderas",0.523759663105011,174 3 Loin short loin 0x1_Select,False
item_12227,15021025,"short loin 0x1, national (sel)",0.5208860635757446,174 3 Loin short loin 0x1_Select,False
item_12225,15021024,"short loin 0x1, national (ch)",0.5126020312309265,174 3 Loin short loin 0x1_Select,False
item_12224,15023420,"short loin 0x1, mex viba",0.5057377815246582,174 3 Loin short loin 0x1_Select,False
item_12234,144012,"short loin, 0+1, ch",0.5034144520759583,174 3 Loin short loin 0x1_Select,False
item_12217,15023563,"short loin 0x1, ibp star ranch ch_angus",0.5018781423568726,174 3 Loin short loin 0x1_Select,False
item_2545,1028235,bf loin strip-bi 1x1 ch oma,0.6527134776115417,175 3 Loin strip loin 1x1_Choice,False
item_2546,10283073,bf loin strip-bi 1x1 pr oma,0.6479969024658203,175 3 Loin strip loin 1x1_Choice,False
item_2541,1028A2IB,bf loin strip 1x1 ch ibp,0.636661946773529,175 3 Loin strip loin 1x1_Choice,False
item_2544,1028234,bf loin strip-bi 1x1 cab oma,0.6301764845848083,175 3 Loin strip loin 1x1_Choice,False
item_2528,1027767,bf loin strip 0x1 ch ibp d4277ah,0.6115772128105164,175 3 Loin strip loin 1x1_Choice,False
item_2542,10284,bf loin strip 1x1 pr oma,0.6064413785934448,175 3 Loin strip loin 1x1_Choice,False
item_1687,13400401,beef strip loin 0x1 choice-1/2,0.6055168509483337,175 3 Loin strip loin 1x1_Choice,False
item_2529,10277003,bf loin strip 0x1 ch oma,0.5924345254898071,175 3 Loin strip loin 1x1_Choice,False
item_2525,1027776,bf loin strip 0x1 ch aur,0.5849395990371704,175 3 Loin strip loin 1x1_Choice,False
item_2531,1027483,bf loin strip 0x1 me lft,0.581063449382782,175 3 Loin strip loin 1x1_Choice,False
item_13083,144020,"strip loin #2, ch",0.5768432021141052,175 3 Loin strip loin 1x1_Choice,False
item_1701,13400421,beef strip loin boneless choice 1x1,0.5760679244995117,175 3 Loin strip loin 1x1_Choice,False
item_1686,13410407,beef strip loin 0x1 choice 14oz,0.5753543972969055,175 3 Loin strip loin 1x1_Choice,False
item_2524,10278010,bf loin strip 0x1 cab oma,0.5726706385612488,175 3 Loin strip loin 1x1_Choice,False
item_2521,10278016,bf loin strip 0x1 ang ch omc,0.5708175897598267,175 3 Loin strip loin 1x1_Choice,False
item_1684,40460,beef strip loin 0x1 choice,0.5703181624412537,175 3 Loin strip loin 1x1_Choice,False
item_2532,1027491,bf loin strip 0x1 me pe,0.5685788989067078,175 3 Loin strip loin 1x1_Choice,False
item_13108,15041320,"strip loin bnls 0x1, mex gusi",0.5629194974899292,175 3 Loin strip loin 1x1_Choice,False
item_2522,10278015,bf loin strip 0x1 ang omc,0.5621453523635864,175 3 Loin strip loin 1x1_Choice,False
item_13127,143010,"strip loin, angus, ch, 0+1",0.5604622960090637,175 3 Loin strip loin 1x1_Choice,False
item_2535,10277516,bf loin strip 0x1 pr aur,0.5556179285049438,175 3 Loin strip loin 1x1_Choice,False
item_2537,10277502,bf loin strip 0x1 pr oma,0.5551068782806396,175 3 Loin strip loin 1x1_Choice,False
item_13084,15073794,"strip loin b/in 1x1, black maountai (ch)",0.5536860227584839,175 3 Loin strip loin 1x1_Choice,False
item_2533,10278350,bf loin strip 0x1 me suk,0.5531019568443298,175 3 Loin strip loin 1x1_Choice,False
item_13085,15041002,"strip loin b/in 1x1, go (cangus)",0.5509844422340393,175 3 Loin strip loin 1x1_Choice,False
item_13128,143021,"strip loin, angus, vein-off, ch, 0+1",0.5508448481559753,175 3 Loin strip loin 1x1_Choice,False
item_14531,148413,wagyu 0x1 striploin mb 3-5,0.5475379824638367,175 3 Loin strip loin 1x1_Choice,False
item_2523,10277504,bf loin strip 0x1 cab *__,0.5452518463134766,175 3 Loin strip loin 1x1_Choice,False
item_13101,15043563,"strip loin bnls 0x1, ibp star ranch (ch_",0.5451697111129761,175 3 Loin strip loin 1x1_Choice,False
item_1694,13440412,beef strip loin bone in choice 1x1,0.5440189838409424,175 3 Loin strip loin 1x1_Choice,False
item_1699,13400701,beef strip loin boneless choice 0x1,0.5417206287384033,175 3 Loin strip loin 1x1_Choice,False
item_1685,12410412,beef strip loin 0x1 choice 12oz,0.5395655632019043,175 3 Loin strip loin 1x1_Choice,False
item_2534,10283989,bf loin strip 0x1 pr *__,0.5381879806518555,175 3 Loin strip loin 1x1_Choice,False
item_5144,10001B,chk br bs sc-fajita strip 4/10#,0.5349112153053284,175 3 Loin strip loin 1x1_Choice,False
item_1691,40401,beef strip loin 0x1 ~select~,0.5338568091392517,175 3 Loin strip loin 1x1_Choice,False
item_13091,15043795,"strip loin bnls 0x1, black mountain sel",0.5328058004379272,175 3 Loin strip loin 1x1_Choice,False
item_13086,15071004,"strip loin b/in 1x1, greateromaha (ch)",0.5326343774795532,175 3 Loin strip loin 1x1_Choice,False
item_2527,10235061,bf loin strip 0x1 ch crk-ct,0.5319077968597412,175 3 Loin strip loin 1x1_Choice,False
item_13105,15044640,"strip loin bnls 0x1, mex el alba",0.5312456488609314,175 3 Loin strip loin 1x1_Choice,False
item_1681,40440,beef strip loin 0x1 angus,0.5300663709640503,175 3 Loin strip loin 1x1_Choice,False
item_13103,15041090,"strip loin bnls 0x1, mex bona prime",0.5298151969909668,175 3 Loin strip loin 1x1_Choice,False
item_13107,15041590,"strip loin bnls 0x1, mex fertres",0.5290623903274536,175 3 Loin strip loin 1x1_Choice,False
item_1680,40450,beef strip loin 0x1 #ii select,0.5288063883781433,175 3 Loin strip loin 1x1_Choice,False
item_2547,10278350,bf loin strip-z 0x1 me suk,0.5280731916427612,175 3 Loin strip loin 1x1_Choice,False
item_6016,143005,choice ny strip stk cc 8/24oz,0.5271813869476318,175 3 Loin strip loin 1x1_Choice,False
item_13087,15041490,"strip loin bnls 0x1 new york, mex proboc",0.5269674062728882,175 3 Loin strip loin 1x1_Choice,False
item_13109,15041120,"strip loin bnls 0x1, mex praderas",0.5269502401351929,175 3 Loin strip loin 1x1_Choice,False
item_13092,15041214,"strip loin bnls 0x1, creekstone (ch)",0.5229857563972473,175 3 Loin strip loin 1x1_Choice,False
item_13104,15043370,"strip loin bnls 0x1, mex don saul",0.522561252117157,175 3 Loin strip loin 1x1_Choice,False
item_2530,10277010,bf loin strip 0x1 ch oma-hal,0.5208966732025146,175 3 Loin strip loin 1x1_Choice,False
item_14366,1102265,veal loin strip bnl 0x0 prv 10#,0.5193467736244202,175 3 Loin strip loin 1x1_Choice,False
item_2539,10277530,bf loin strip 0x1 sel *__,0.5186523199081421,175 3 Loin strip loin 1x1_Choice,False
item_1704,13400322,beef strip loin boneless n/r 1x1,0.5185374021530151,175 3 Loin strip loin 1x1_Choice,False
item_13132,144039,"strip loin, vein end, ch",0.5173802971839905,175 3 Loin strip loin 1x1_Choice,False
item_1690,40410,beef strip loin 0x1 select,0.5165315866470337,175 3 Loin strip loin 1x1_Choice,False
item_1698,13400511,beef strip loin boneless angus 1x1,0.5159265398979187,175 3 Loin strip loin 1x1_Choice,False
item_1679,46061,beef strip loin #2 choice,0.5124471783638,175 3 Loin strip loin 1x1_Choice,False
item_2536,10277507,bf loin strip 0x1 pr crk-mc,0.5121761560440063,175 3 Loin strip loin 1x1_Choice,False
item_14435,63336040,veal strip loin 0x0 provimi,0.511759877204895,175 3 Loin strip loin 1x1_Choice,False
item_13110,15043700,"strip loin bnls 0x1, mex ramada",0.5106920003890991,175 3 Loin strip loin 1x1_Choice,False
item_13089,15041056,"strip loin bnls 0x1, afg (angusnr)",0.5102717280387878,175 3 Loin strip loin 1x1_Choice,False
item_1709,13400011,beef strip loin choice 0x1 cut vp-1,0.5096029043197632,175 3 Loin strip loin 1x1_Choice,False
item_1682,40461,beef strip loin 0x1 bone in choice,0.5072471499443054,175 3 Loin strip loin 1x1_Choice,False
item_1734,13450516,beef strip loin steak choice angus 16oz,0.5034589171409607,175 3 Loin strip loin 1x1_Choice,False
item_13102,15041164,"strip loin bnls 0x1, iowa premium (ch)",0.5030376315116882,175 3 Loin strip loin 1x1_Choice,False
item_13093,15041174,"strip loin bnls 0x1, demkota (ch)",0.5019378066062927,175 3 Loin strip loin 1x1_Choice,False
item_13090,15043794,"strip loin bnls 0x1, black mountain (ch)",0.5014801025390625,175 3 Loin strip loin 1x1_Choice,False
item_2526,1027774,bf loin strip 0x1 ch blm,0.5007290840148926,175 3 Loin strip loin 1x1_Choice,False
item_12207,15029984,"short loin 0x1, (ch)",0.5823780298233032,174 3 Loin short loin 0x1_Choice,False
item_12223,15021090,"short loin 0x1, mex revuelta",0.5671600699424744,174 3 Loin short loin 0x1_Choice,False
item_12235,15021120,"short loin, 0x1 mex praderas",0.5652434825897217,174 3 Loin short loin 0x1_Choice,False
item_12225,15021024,"short loin 0x1, national (ch)",0.5606350898742676,174 3 Loin short loin 0x1_Choice,False
item_2493,1026174H,bf loin short 0x1 ca om1920 hal,0.5538848042488098,174 3 Loin short loin 0x1_Choice,False
item_14363,1117480,veal loin short bi trmd mar 2pc 16#,0.5516561269760132,174 3 Loin short loin 0x1_Choice,False
item_12217,15023563,"short loin 0x1, ibp star ranch ch_angus",0.5513561367988586,174 3 Loin short loin 0x1_Choice,False
item_12224,15023420,"short loin 0x1, mex viba",0.5502124428749084,174 3 Loin short loin 0x1_Choice,False
item_2500,10260840,bf loin short 0x1 ch oma,0.5501065850257874,174 3 Loin short loin 0x1_Choice,False
item_12222,15021320,"short loin 0x1, mex gusi",0.5480490922927856,174 3 Loin short loin 0x1_Choice,False
item_12234,144012,"short loin, 0+1, ch",0.5457105040550232,174 3 Loin short loin 0x1_Choice,False
item_2495,1026ARI9,bf loin short 0x1 ch aur,0.5434236526489258,174 3 Loin short loin 0x1_Choice,False
item_12220,15024640,"short loin 0x1, mex el alba",0.5405369400978088,174 3 Loin short loin 0x1_Choice,False
item_2504,10260119,bf loin short 0x1 me lft,0.5293205380439758,174 3 Loin short loin 0x1_Choice,False
item_1617,13301501,beef short loin choice 0x1,0.5281470417976379,174 3 Loin short loin 0x1_Choice,False
item_1613,46000,beef short loin 0x1 select,0.5223281979560852,174 3 Loin short loin 0x1_Choice,False
item_12212,15021004,"short loin 0x1, greateromaha (ch)",0.5214185118675232,174 3 Loin short loin 0x1_Choice,False
item_12210,15031000,"short loin 0x1, go halal",0.520499587059021,174 3 Loin short loin 0x1_Choice,False
item_12227,15021025,"short loin 0x1, national (sel)",0.5199118852615356,174 3 Loin short loin 0x1_Choice,False
item_2513,10260840,bf loin short-z 0x1 ch oma,0.5190159678459167,174 3 Loin short loin 0x1_Choice,False
item_12226,15021026,"short loin 0x1, national (n/r)",0.5156069993972778,174 3 Loin short loin 0x1_Choice,False
item_2509,10261020,bf loin short 0x1 pr oma,0.514854907989502,174 3 Loin short loin 0x1_Choice,False
item_12228,15025723,"short loin 0x1, national a. b (ch_angus)",0.5146161317825317,174 3 Loin short loin 0x1_Choice,False
item_2497,10261061,bf loin short 0x1 ch crk-ct,0.5112689733505249,174 3 Loin short loin 0x1_Choice,False
item_14420,63340070,veal short loin,0.5106922388076782,174 3 Loin short loin 0x1_Choice,False
item_2494,10261021,bf loin short 0x1 cab oma,0.5099714398384094,174 3 Loin short loin 0x1_Choice,False
item_12221,15021590,"short loin 0x1, mex fertres",0.5096917152404785,174 3 Loin short loin 0x1_Choice,False
item_2503,1026A20,bf loin short 0x1 me gus,0.5080828070640564,174 3 Loin short loin 0x1_Choice,False
item_12239,141003,"short loin, prime",0.5053531527519226,174 3 Loin short loin 0x1_Choice,False
item_12229,15021874,"short loin 0x1, nebraska (ch)",0.5033292770385742,174 3 Loin short loin 0x1_Choice,False
item_2501,10260845,bf loin short 0x1 ch oma-hal,0.5012887120246887,174 3 Loin short loin 0x1_Choice,False
item_2507,10260843,bf loin short 0x1 oma-hrf,0.500332236289978,174 3 Loin short loin 0x1_Choice,False
item_2512,1026ARI,bf loin short-z 0x1 ch ibp,0.5002732872962952,174 3 Loin short loin 0x1_Choice,False
item_2853,1018A3GR,bf round 161 2 pc bnls ch aur,0.5619634389877319,184B 3 Loin top butt CC_Choice,False
item_13660,174171,"top round-17-20# caselo, ch",0.5519053339958191,184B 3 Loin top butt CC_Choice,False
item_2460,1032A2IB,bf loin bb baltip ch ibp d4497ah,0.5388652682304382,184B 3 Loin top butt CC_Choice,False
item_12695,144017,"sirloin top butt, nr, cs lot",0.538187563419342,184B 3 Loin top butt CC_Choice,False
item_13670,15103574,"top sirloin butt xt, ibp (ch)",0.5380830764770508,184B 3 Loin top butt CC_Choice,False
item_2587,1030A2IB,bf loin top but ch ibp d4427ac,0.5371037721633911,184B 3 Loin top butt CC_Choice,False
item_1933,13600713,beef top sirloin butt choice 13 up,0.5369642376899719,184B 3 Loin top butt CC_Choice,False
item_12691,140066,"sirloin top butt st, cc, ch, 6oz",0.5367749333381653,184B 3 Loin top butt CC_Choice,False
item_12694,144007,"sirloin top butt, ch, cs lot",0.5297403335571289,184B 3 Loin top butt CC_Choice,False
item_13662,15109984,"top sirloin butt xt, (ch)",0.5293484330177307,184B 3 Loin top butt CC_Choice,False
item_3739,1391437,brkfst com-z raw bulk 2/5# 21437,0.5268140435218811,184B 3 Loin top butt CC_Choice,False
item_12690,140056,"sirloin top butt st, cc, ch, 5oz",0.5240670442581177,184B 3 Loin top butt CC_Choice,False
item_13661,15101214,"top sirloin butt 1/4`, creekstone (ch)",0.5226399898529053,184B 3 Loin top butt CC_Choice,False
item_12688,140106,"sirloin top butt st, cc, ch, 10oz",0.5219916701316833,184B 3 Loin top butt CC_Choice,False
item_13657,174170,"top round, ch, 17-20#",0.5219378471374512,184B 3 Loin top butt CC_Choice,False
item_7857,1353132,ham smk com pit hkry 3132 4/6#h,0.5214675068855286,184B 3 Loin top butt CC_Choice,False
item_12692,140086,"sirloin top butt st, cc, ch, 8oz",0.5214383006095886,184B 3 Loin top butt CC_Choice,False
item_751,37584,beef ch xt top butt cc gop,0.5187657475471497,184B 3 Loin top butt CC_Choice,False
item_14427,11177012,veal sir butt/hip c/o prv 7#,0.5167659521102905,184B 3 Loin top butt CC_Choice,False
item_12689,140206,"sirloin top butt st, cc, ch, 20oz",0.5108791589736938,184B 3 Loin top butt CC_Choice,False
item_2848,1018A2AR,bf round 160-cp ch *__,0.5091455578804016,184B 3 Loin top butt CC_Choice,False
item_3860,46119990,"butt ct (b) (poly), moesle (35#)",0.5091404914855957,184B 3 Loin top butt CC_Choice,False
item_13680,15101144,"top sirloin butt xt, westernreserve (ch)",0.5088865160942078,184B 3 Loin top butt CC_Choice,False
item_2354,10500032,bf grnd-z 73 fine ibp 12/3#,0.5087305903434753,184B 3 Loin top butt CC_Choice,False
item_2598,10300130,bf loin top but xt ch ibp,0.5077250599861145,184B 3 Loin top butt CC_Choice,False
item_13666,15101004,"top sirloin butt xt, greateromaha (ch)",0.5072103142738342,184B 3 Loin top butt CC_Choice,False
item_14425,11177013,veal sir butt/hip c/o mar 7#,0.5062458515167236,184B 3 Loin top butt CC_Choice,False
item_3328,10672890,bf stk top but ccbb ch 06s 26ct,0.5040002465248108,184B 3 Loin top butt CC_Choice,False
item_2850,1019A2GO,bf round 160-cp ch oma,0.5031517148017883,184B 3 Loin top butt CC_Choice,False
item_6414,1832642,cornedbf ckd thm top round 2/8#,0.5020312666893005,184B 3 Loin top butt CC_Choice,False
item_13688,15101876,topsirloin butt xt nebraska gold nr_angu,0.5017561316490173,184B 3 Loin top butt CC_Choice,False
item_13665,15101002,"top sirloin butt xt, greateromaha (cang",0.50074702501297,184B 3 Loin top butt CC_Choice,False
item_13088,15049984,"strip loin bnls 0x1, (ch)",0.756352961063385,180 3 Loin strip bnls 0x1_Choice,False
item_13107,15041590,"strip loin bnls 0x1, mex fertres",0.7487637996673584,180 3 Loin strip bnls 0x1_Choice,False
item_13091,15043795,"strip loin bnls 0x1, black mountain sel",0.7414106726646423,180 3 Loin strip bnls 0x1_Choice,False
item_14366,1102265,veal loin strip bnl 0x0 prv 10#,0.7331669330596924,180 3 Loin strip bnls 0x1_Choice,False
item_13093,15041174,"strip loin bnls 0x1, demkota (ch)",0.7330403327941895,180 3 Loin strip bnls 0x1_Choice,False
item_14365,11172GZ,veal loin strip bnl 0x0 *__,0.7312822937965393,180 3 Loin strip bnls 0x1_Choice,False
item_13090,15043794,"strip loin bnls 0x1, black mountain (ch)",0.7284219264984131,180 3 Loin strip bnls 0x1_Choice,False
item_13098,15041014,"strip loin bnls 0x1, ibp (ch)",0.7276323437690735,180 3 Loin strip bnls 0x1_Choice,False
item_13092,15041214,"strip loin bnls 0x1, creekstone (ch)",0.7267135977745056,180 3 Loin strip bnls 0x1_Choice,False
item_13112,15041024,"strip loin bnls 0x1, national (ch)",0.7256634831428528,180 3 Loin strip bnls 0x1_Choice,False
item_13102,15041164,"strip loin bnls 0x1, iowa premium (ch)",0.7214271426200867,180 3 Loin strip bnls 0x1_Choice,False
item_13100,15043575,"strip loin bnls 0x1, ibp (sel)",0.7132806777954102,180 3 Loin strip bnls 0x1_Choice,False
item_14367,11172G1,veal loin strip bnl-z 0x0 str,0.7129262089729309,180 3 Loin strip bnls 0x1_Choice,False
item_13089,15041056,"strip loin bnls 0x1, afg (angusnr)",0.7097890973091125,180 3 Loin strip bnls 0x1_Choice,False
item_13110,15043700,"strip loin bnls 0x1, mex ramada",0.7095422148704529,180 3 Loin strip bnls 0x1_Choice,False
item_13111,15041130,"strip loin bnls 0x1, mex sukarne",0.7081126570701599,180 3 Loin strip bnls 0x1_Choice,False
item_13094,15041004,"strip loin bnls 0x1, greateromaha (ch)",0.707986056804657,180 3 Loin strip bnls 0x1_Choice,False
item_13097,15043572,"strip loin bnls 0x1, ibp (cangus)",0.7032131552696228,180 3 Loin strip bnls 0x1_Choice,False
item_13118,15042401,"strip loin bnls 0x1, us212 (prime)",0.7025216817855835,180 3 Loin strip bnls 0x1_Choice,False
item_13108,15041320,"strip loin bnls 0x1, mex gusi",0.7006869912147522,180 3 Loin strip bnls 0x1_Choice,False
item_13113,15045723,"strip loin bnls 0x1, national a. b ch_an",0.6976824402809143,180 3 Loin strip bnls 0x1_Choice,False
item_13095,15051004,"strip loin bnls 0x1, greateromaha (ch) h",0.6933372616767883,180 3 Loin strip bnls 0x1_Choice,False
item_13133,141010,"strip loins, bnls, 0+1, prime",0.6925090551376343,180 3 Loin strip bnls 0x1_Choice,False
item_13109,15041120,"strip loin bnls 0x1, mex praderas",0.6921415328979492,180 3 Loin strip bnls 0x1_Choice,False
